m,TagName,
"2016-11-01 00:00:00","java","15647"
"2016-11-01 00:00:00","javascript","20514"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11948"
"2016-11-01 00:00:00","python","14179"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4363"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2797"
"2016-12-01 00:00:00","c#","10686"
"2016-12-01 00:00:00","c++","5228"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13846"
"2016-12-01 00:00:00","javascript","19805"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11475"
"2016-12-01 00:00:00","python","13048"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3930"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c","2758"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","c++","5648"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14570"
"2017-01-01 00:00:00","javascript","21400"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12621"
"2017-01-01 00:00:00","python","14269"
"2017-01-01 00:00:00","r","3490"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4338"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11488"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14565"
"2017-02-01 00:00:00","javascript","21182"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12499"
"2017-02-01 00:00:00","python","14772"
"2017-02-01 00:00:00","r","3679"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","swift","4058"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c","2969"
"2017-03-01 00:00:00","c#","12987"
"2017-03-01 00:00:00","c++","6222"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","java","17308"
"2017-03-01 00:00:00","javascript","23709"
"2017-03-01 00:00:00","perl","412"
"2017-03-01 00:00:00","php","14056"
"2017-03-01 00:00:00","python","17123"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4614"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","c","2853"
"2017-04-01 00:00:00","c#","11089"
"2017-04-01 00:00:00","c++","5877"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","java","15933"
"2017-04-01 00:00:00","javascript","21230"
"2017-04-01 00:00:00","perl","371"
"2017-04-01 00:00:00","php","12412"
"2017-04-01 00:00:00","python","15642"
"2017-04-01 00:00:00","r","4266"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3914"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2743"
"2017-05-01 00:00:00","c#","11976"
"2017-05-01 00:00:00","c++","5300"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16341"
"2017-05-01 00:00:00","javascript","22386"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13037"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4096"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11302"
"2017-06-01 00:00:00","c++","4688"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14623"
"2017-06-01 00:00:00","javascript","21572"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11747"
"2017-06-01 00:00:00","python","16020"
"2017-06-01 00:00:00","r","4448"
"2017-06-01 00:00:00","ruby","1416"
"2017-06-01 00:00:00","swift","4198"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2050"
"2017-07-01 00:00:00","c#","11204"
"2017-07-01 00:00:00","c++","5023"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14143"
"2017-07-01 00:00:00","javascript","21608"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11777"
"2017-07-01 00:00:00","python","16908"
"2017-07-01 00:00:00","r","4583"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4348"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2045"
"2017-08-01 00:00:00","c#","10950"
"2017-08-01 00:00:00","c++","4788"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13753"
"2017-08-01 00:00:00","javascript","21346"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11641"
"2017-08-01 00:00:00","python","16454"
"2017-08-01 00:00:00","r","4570"
"2017-08-01 00:00:00","ruby","1393"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9872"
"2017-09-01 00:00:00","c++","4470"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12753"
"2017-09-01 00:00:00","javascript","18990"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10690"
"2017-09-01 00:00:00","python","15449"
"2017-09-01 00:00:00","r","4222"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3769"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2784"
"2017-10-01 00:00:00","c#","10234"
"2017-10-01 00:00:00","c++","5217"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14008"
"2017-10-01 00:00:00","javascript","19857"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10824"
"2017-10-01 00:00:00","python","16934"
"2017-10-01 00:00:00","r","4542"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3901"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2950"
"2017-11-01 00:00:00","c#","9793"
"2017-11-01 00:00:00","c++","5035"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14177"
"2017-11-01 00:00:00","javascript","19404"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10596"
"2017-11-01 00:00:00","python","16975"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3666"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2196"
"2017-12-01 00:00:00","c#","8610"
"2017-12-01 00:00:00","c++","4458"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11975"
"2017-12-01 00:00:00","javascript","16970"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9129"
"2017-12-01 00:00:00","python","14937"
"2017-12-01 00:00:00","r","3716"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3200"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2217"
"2018-01-01 00:00:00","c#","9376"
"2018-01-01 00:00:00","c++","4756"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12347"
"2018-01-01 00:00:00","javascript","18903"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10113"
"2018-01-01 00:00:00","python","16240"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1161"
"2018-01-01 00:00:00","swift","3744"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c","2146"
"2018-02-01 00:00:00","c#","8581"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12028"
"2018-02-01 00:00:00","javascript","17214"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9120"
"2018-02-01 00:00:00","python","16308"
"2018-02-01 00:00:00","r","4505"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3406"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2467"
"2018-03-01 00:00:00","c#","9790"
"2018-03-01 00:00:00","c++","5185"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","604"
"2018-03-01 00:00:00","java","13563"
"2018-03-01 00:00:00","javascript","19154"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9825"
"2018-03-01 00:00:00","python","17903"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4053"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2187"
"2018-04-01 00:00:00","c#","9236"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13488"
"2018-04-01 00:00:00","javascript","17955"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8925"
"2018-04-01 00:00:00","python","16972"
"2018-04-01 00:00:00","r","4733"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2367"
"2018-05-01 00:00:00","c#","9927"
"2018-05-01 00:00:00","c++","4686"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13475"
"2018-05-01 00:00:00","javascript","18065"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9467"
"2018-05-01 00:00:00","python","17568"
"2018-05-01 00:00:00","r","4734"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3619"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8785"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11790"
"2018-06-01 00:00:00","javascript","17181"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8432"
"2018-06-01 00:00:00","python","16802"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3145"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9406"
"2018-07-01 00:00:00","c++","3914"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11756"
"2018-07-01 00:00:00","javascript","17796"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8550"
"2018-07-01 00:00:00","python","17929"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3673"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9480"
"2018-08-01 00:00:00","c++","3903"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11304"
"2018-08-01 00:00:00","javascript","17848"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8475"
"2018-08-01 00:00:00","python","17717"
"2018-08-01 00:00:00","r","4106"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3572"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8357"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","676"
"2018-09-01 00:00:00","java","10721"
"2018-09-01 00:00:00","javascript","16008"
"2018-09-01 00:00:00","perl","206"
"2018-09-01 00:00:00","php","7655"
"2018-09-01 00:00:00","python","15986"
"2018-09-01 00:00:00","r","3759"
"2018-09-01 00:00:00","ruby","779"
"2018-09-01 00:00:00","swift","3140"
"2018-10-01 00:00:00","assembly","322"
"2018-10-01 00:00:00","c","2448"
"2018-10-01 00:00:00","c#","9331"
"2018-10-01 00:00:00","c++","4311"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","go","793"
"2018-10-01 00:00:00","java","12495"
"2018-10-01 00:00:00","javascript","17402"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8155"
"2018-10-01 00:00:00","python","18134"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3271"
"2018-11-01 00:00:00","assembly","302"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8471"
"2018-11-01 00:00:00","c++","4343"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11704"
"2018-11-01 00:00:00","javascript","16166"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7081"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4232"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2979"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","c","2193"
"2018-12-01 00:00:00","c#","7541"
"2018-12-01 00:00:00","c++","3557"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10442"
"2018-12-01 00:00:00","javascript","14267"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6203"
"2018-12-01 00:00:00","python","15718"
"2018-12-01 00:00:00","r","3400"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2286"
"2019-01-01 00:00:00","c#","8745"
"2019-01-01 00:00:00","c++","3904"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","659"
"2019-01-01 00:00:00","java","11020"
"2019-01-01 00:00:00","javascript","16010"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7172"
"2019-01-01 00:00:00","python","16933"
"2019-01-01 00:00:00","r","3945"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2908"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2055"
"2019-02-01 00:00:00","c#","8352"
"2019-02-01 00:00:00","c++","3734"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10989"
"2019-02-01 00:00:00","javascript","15684"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7279"
"2019-02-01 00:00:00","python","17511"
"2019-02-01 00:00:00","r","4253"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2685"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","c","2381"
"2019-03-01 00:00:00","c#","8955"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12042"
"2019-03-01 00:00:00","javascript","17316"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7781"
"2019-03-01 00:00:00","python","19889"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2951"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9121"
"2019-04-01 00:00:00","c++","4375"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","652"
"2019-04-01 00:00:00","java","11163"
"2019-04-01 00:00:00","javascript","16159"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7151"
"2019-04-01 00:00:00","python","19810"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3079"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2094"
"2019-05-01 00:00:00","c#","9019"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11097"
"2019-05-01 00:00:00","javascript","16134"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6945"
"2019-05-01 00:00:00","python","18888"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7603"
"2019-06-01 00:00:00","c++","3641"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9633"
"2019-06-01 00:00:00","javascript","14807"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6005"
"2019-06-01 00:00:00","python","17220"
"2019-06-01 00:00:00","r","3949"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3088"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1756"
"2019-07-01 00:00:00","c#","8443"
"2019-07-01 00:00:00","c++","4261"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","628"
"2019-07-01 00:00:00","java","10826"
"2019-07-01 00:00:00","javascript","16145"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6658"
"2019-07-01 00:00:00","python","19740"
"2019-07-01 00:00:00","r","4203"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3037"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1552"
"2019-08-01 00:00:00","c#","7706"
"2019-08-01 00:00:00","c++","3291"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9082"
"2019-08-01 00:00:00","javascript","15215"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5808"
"2019-08-01 00:00:00","python","18027"
"2019-08-01 00:00:00","r","3951"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7838"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","620"
"2019-09-01 00:00:00","java","9674"
"2019-09-01 00:00:00","javascript","14880"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5566"
"2019-09-01 00:00:00","python","16869"
"2019-09-01 00:00:00","r","3938"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2553"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8406"
"2019-10-01 00:00:00","c++","4840"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","636"
"2019-10-01 00:00:00","java","11206"
"2019-10-01 00:00:00","javascript","15972"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6061"
"2019-10-01 00:00:00","python","20437"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3096"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2514"
"2019-11-01 00:00:00","c#","8018"
"2019-11-01 00:00:00","c++","4729"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","604"
"2019-11-01 00:00:00","java","10325"
"2019-11-01 00:00:00","javascript","15745"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6082"
"2019-11-01 00:00:00","python","20602"
"2019-11-01 00:00:00","r","4291"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2879"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2147"
"2019-12-01 00:00:00","c#","7206"
"2019-12-01 00:00:00","c++","4202"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","617"
"2019-12-01 00:00:00","java","9036"
"2019-12-01 00:00:00","javascript","14308"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5230"
"2019-12-01 00:00:00","python","18111"
"2019-12-01 00:00:00","r","3742"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2663"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7809"
"2020-01-01 00:00:00","c++","4238"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","650"
"2020-01-01 00:00:00","java","9964"
"2020-01-01 00:00:00","javascript","16024"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5900"
"2020-01-01 00:00:00","python","19974"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2898"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","c","1981"
"2020-02-01 00:00:00","c#","7718"
"2020-02-01 00:00:00","c++","4095"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","664"
"2020-02-01 00:00:00","java","10047"
"2020-02-01 00:00:00","javascript","15739"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5686"
"2020-02-01 00:00:00","python","20046"
"2020-02-01 00:00:00","r","4684"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2761"
"2020-03-01 00:00:00","assembly","295"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7787"
"2020-03-01 00:00:00","c++","4646"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","654"
"2020-03-01 00:00:00","java","11060"
"2020-03-01 00:00:00","javascript","17577"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","php","5672"
"2020-03-01 00:00:00","python","22706"
"2020-03-01 00:00:00","r","5122"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2912"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3252"
"2020-04-01 00:00:00","c#","8581"
"2020-04-01 00:00:00","c++","6230"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12633"
"2020-04-01 00:00:00","javascript","20912"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6650"
"2020-04-01 00:00:00","python","27640"
"2020-04-01 00:00:00","r","6173"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3452"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3375"
"2020-05-01 00:00:00","c#","8598"
"2020-05-01 00:00:00","c++","6422"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","755"
"2020-05-01 00:00:00","java","12029"
"2020-05-01 00:00:00","javascript","21484"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6538"
"2020-05-01 00:00:00","python","29464"
"2020-05-01 00:00:00","r","6014"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3524"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2596"
"2020-06-01 00:00:00","c#","7904"
"2020-06-01 00:00:00","c++","5631"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10835"
"2020-06-01 00:00:00","javascript","19844"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5933"
"2020-06-01 00:00:00","python","27129"
"2020-06-01 00:00:00","r","5435"
"2020-06-01 00:00:00","ruby","614"
"2020-06-01 00:00:00","swift","3167"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2099"
"2020-07-01 00:00:00","c#","7821"
"2020-07-01 00:00:00","c++","5172"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10454"
"2020-07-01 00:00:00","javascript","19909"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5954"
"2020-07-01 00:00:00","python","26280"
"2020-07-01 00:00:00","r","4941"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2992"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1897"
"2020-08-01 00:00:00","c#","7074"
"2020-08-01 00:00:00","c++","4786"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","712"
"2020-08-01 00:00:00","java","9326"
"2020-08-01 00:00:00","javascript","18066"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4995"
"2020-08-01 00:00:00","python","23075"
"2020-08-01 00:00:00","r","4497"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2686"
"2020-09-01 00:00:00","assembly","296"
"2020-09-01 00:00:00","c","2163"
"2020-09-01 00:00:00","c#","6465"
"2020-09-01 00:00:00","c++","3927"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","732"
"2020-09-01 00:00:00","java","8956"
"2020-09-01 00:00:00","javascript","16783"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4786"
"2020-09-01 00:00:00","python","21773"
"2020-09-01 00:00:00","r","4758"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2574"
"2020-10-01 00:00:00","assembly","346"
"2020-10-01 00:00:00","c","2387"
"2020-10-01 00:00:00","c#","6205"
"2020-10-01 00:00:00","c++","4337"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","591"
"2020-10-01 00:00:00","java","8957"
"2020-10-01 00:00:00","javascript","16455"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4591"
"2020-10-01 00:00:00","python","22827"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2347"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2709"
"2020-11-01 00:00:00","c#","5989"
"2020-11-01 00:00:00","c++","4335"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8504"
"2020-11-01 00:00:00","javascript","15555"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4633"
"2020-11-01 00:00:00","python","22230"
"2020-11-01 00:00:00","r","4809"
"2020-11-01 00:00:00","ruby","502"
"2020-11-01 00:00:00","swift","2166"
"2020-12-01 00:00:00","assembly","297"
